,OrganizationIdentifier,ActivityMediaSubdivisionName,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityConductingOrganizationText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName
6463,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6464,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
6465,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6466,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6467,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
6468,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,Total suspended solids
6469,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6470,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
6471,USGS-WI,Surface Water,2019-05-18,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6472,USGS-WI,Surface Water,2019-05-18,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6473,USGS-MA,Surface Water,2019-12-14,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6474,USGS-MA,Surface Water,2019-12-14,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6475,USGS-MA,Surface Water,2019-12-14,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6476,USGS-HI,Groundwater,2019-07-18,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,"Temperature, water"
6477,USGS-HI,Groundwater,2019-07-18,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,"Flow rate, instantaneous"
6478,USGS-HI,Groundwater,2019-07-18,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,Specific conductance
6479,USGS-HI,Groundwater,2019-07-18,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,Chloride
6480,USGS-WI,Surface Water,2019-03-14,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6481,USGS-WI,Surface Water,2019-04-23,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6482,USGS-WI,Surface Water,2019-04-23,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6483,USGS-WI,Surface Water,2019-04-22,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6484,USGS-WI,Surface Water,2019-04-22,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6485,USGS-WI,Surface Water,2019-04-22,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6486,USGS-WI,Surface Water,2019-04-22,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6487,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Specific conductance
6488,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,"Acidity, (H+)"
6489,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,pH
6490,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,pH
6491,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Carbon dioxide
6492,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Total suspended solids
6493,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Carbon
6494,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,"Hardness, Ca, Mg"
6495,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,"Hardness, non-carbonate"
6496,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Calcium
6497,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Magnesium
6498,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Sodium
6499,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)]
6500,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,"Sodium, percent total cations"
6501,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Potassium
6502,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Chloride
6503,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Sulfate
6504,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Alkalinity
6505,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Turbidity
6506,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Total dissolved solids
6507,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Total dissolved solids
6508,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6509,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6510,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6511,USGS-MA,Surface Water,2019-10-23,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Specific conductance
6512,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
6513,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6514,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,Total suspended solids
6515,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6516,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
6517,USGS-WI,Surface Water,2019-03-09,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6518,USGS-WI,Surface Water,2019-03-09,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6519,USGS-VA,Surface Water,2019-06-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6520,USGS-WI,Surface Water,2019-05-05,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6521,USGS-WI,Surface Water,2019-05-05,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6522,USGS-WI,Surface Water,2019-02-03,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6523,USGS-WI,Surface Water,2019-02-03,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
6524,USGS-WI,Surface Water,2019-09-22,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6525,USGS-OH,Surface Water,2019-02-06,,U.S. Geological Survey,"Stable, normal stage",Storm,,,Chloride
6526,USGS-OH,Surface Water,2019-02-06,,U.S. Geological Survey,"Stable, normal stage",Storm,,,Suspended Sediment Concentration (SSC)
6527,USGS-WI,Surface Water,2019-07-03,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6528,USGS-WI,Surface Water,2019-07-03,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6529,USGS-VA,Surface Water,2019-06-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
6530,USGS-VA,Surface Water,2019-06-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6531,USGS-VA,Surface Water,2019-06-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
6532,USGS-MA,Surface Water,2019-04-22,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6533,USGS-MA,Surface Water,2019-04-22,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6534,USGS-MA,Surface Water,2019-04-22,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6535,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Stream flow, instantaneous"
6536,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Height, gage"
6537,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,Total suspended solids
6538,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Height, gage"
6539,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Stream flow, instantaneous"
6540,USGS-WI,Surface Water,2019-03-21,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
6541,USGS-WI,Surface Water,2019-03-21,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6542,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
6543,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6544,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,Total suspended solids
6545,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
6546,USGS-VA,Surface Water,2019-04-19,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
6547,USGS-WI,Surface Water,2019-05-16,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,pH
6548,USGS-WI,Surface Water,2019-05-16,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6549,USGS-WI,Surface Water,2019-05-16,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Volatile suspended solids
6550,USGS-WI,Surface Water,2019-05-16,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Fixed suspended solids
6551,USGS-WI,Surface Water,2019-05-16,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
6552,USGS-WI,Surface Water,2019-05-16,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6553,USGS-VA,Surface Water,2019-06-05,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Stream flow, instantaneous"
6554,USGS-VA,Surface Water,2019-06-05,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Height, gage"
6555,USGS-VA,Surface Water,2019-06-05,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Height, gage"
6556,USGS-VA,Surface Water,2019-06-05,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Stream flow, instantaneous"
6557,USGS-NY,Surface Water,2019-04-15,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,"Temperature, water"
6558,USGS-NY,Surface Water,2019-04-15,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Tide stage
6559,USGS-NY,Surface Water,2019-04-15,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Specific conductance
6560,USGS-NY,Surface Water,2019-04-15,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Oxygen
6561,USGS-NY,Surface Water,2019-04-15,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Enterococcus
6562,USGS-NY,Surface Water,2019-04-15,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Total Coliform
6563,USGS-NY,Surface Water,2019-04-15,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Fecal Coliform
6564,USGS-NY,Surface Water,2019-04-15,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Escherichia coli
6565,USGS-NY,Surface Water,2019-04-15,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Coliphage
6566,USGS-WI,Surface Water,2019-08-05,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
6567,USGS-WI,Surface Water,2019-08-05,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6568,USGS-VA,Surface Water,2019-10-16,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
6569,USGS-VA,Surface Water,2019-10-16,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
6570,USGS-VA,Surface Water,2019-10-16,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
6571,USGS-VA,Surface Water,2019-10-16,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
6572,USGS-MA,Surface Water,2019-08-08,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6573,USGS-MA,Surface Water,2019-08-08,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6574,USGS-MA,Surface Water,2019-08-08,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6575,USGS-VA,Surface Water,2019-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,Total suspended solids
6576,USGS-MA,Surface Water,2019-12-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6577,USGS-MA,Surface Water,2019-12-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6578,USGS-MA,Surface Water,2019-12-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6579,USGS-VA,Surface Water,2019-05-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, water"
6580,USGS-VA,Surface Water,2019-05-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, air, deg C"
6581,USGS-VA,Surface Water,2019-05-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Specific conductance
6582,USGS-VA,Surface Water,2019-05-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Total suspended solids
6583,USGS-VA,Surface Water,2019-05-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Turbidity
6584,USGS-VA,Surface Water,2019-05-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Depth of water column
6585,USGS-WI,Surface Water,2019-09-13,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
6586,USGS-WI,Surface Water,2019-09-13,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6587,USGS-IN,Surface Water,2019-04-14,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Chloride
6588,USGS-IN,Surface Water,2019-04-14,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Suspended Sediment Concentration (SSC)
6589,USGS-MA,Surface Water,2019-01-20,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6590,USGS-MA,Surface Water,2019-01-20,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6591,USGS-MA,Surface Water,2019-01-20,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6592,USGS-VA,Surface Water,2019-04-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Stream flow, instantaneous"
6593,USGS-VA,Surface Water,2019-04-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Height, gage"
6594,USGS-VA,Surface Water,2019-04-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,Total suspended solids
6595,USGS-VA,Surface Water,2019-04-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Height, gage"
6596,USGS-VA,Surface Water,2019-04-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Stream flow, instantaneous"
6597,USGS-MA,Surface Water,2019-10-27,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6598,USGS-MA,Surface Water,2019-10-27,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6599,USGS-WI,Surface Water,2019-12-28,,University of Wisconsin Extension,"Stable, normal stage",Routine sample,,,Chloride
6600,USGS-WI,Surface Water,2019-12-28,,University of Wisconsin Extension,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6601,USGS-WI,Surface Water,2019-07-19,,University of Wisconsin Extension,"Stable, normal stage",Routine sample,,,Chloride
6602,USGS-WI,Surface Water,2019-07-19,,University of Wisconsin Extension,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6603,USGS-MA,Surface Water,2019-06-29,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6604,USGS-MA,Surface Water,2019-06-29,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6605,USGS-MA,Surface Water,2019-06-29,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6606,USGS-MA,Surface Water,2019-07-12,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6607,USGS-MA,Surface Water,2019-07-12,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6608,USGS-MA,Surface Water,2019-07-12,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6609,USGS-WI,Surface Water,2019-01-07,,University of Wisconsin Extension,"Stable, normal stage",Routine sample,,,Chloride
6610,USGS-WI,Surface Water,2019-01-07,,University of Wisconsin Extension,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6611,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Stream width measure
6612,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Temperature, water"
6613,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
6614,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Specific conductance
6615,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Detergent, severity (choice list)"
6616,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Floating Garbage Severity (choice List)
6617,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Odor, atmospheric"
6618,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Floating debris - severity (choice list)
6619,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Turbidity severity (choice list)
6620,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
6621,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Escherichia coli
6622,USGS-CO,Surface Water,2019-10-09,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Total Coliform
6623,USGS-WI,Surface Water,2019-12-24,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
6624,USGS-WI,Surface Water,2019-12-24,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6625,USGS-MA,Surface Water,2019-07-22,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6626,USGS-MA,Surface Water,2019-07-22,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6627,USGS-MA,Surface Water,2019-07-22,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6628,USGS-IN,Surface Water,2019-03-09,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Chloride
6629,USGS-IN,Surface Water,2019-03-09,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Suspended Sediment Concentration (SSC)
6630,USGS-WI,Surface Water,2019-03-14,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
6631,USGS-WI,Surface Water,2019-06-28,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
6632,USGS-WI,Surface Water,2019-06-28,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6633,USGS-MN,Surface Water,2019-08-14,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,"Temperature, water"
6634,USGS-MN,Surface Water,2019-08-14,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Specific conductance
6635,USGS-MN,Surface Water,2019-08-14,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,"Acidity, (H+)"
6636,USGS-MN,Surface Water,2019-08-14,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Oxygen
6637,USGS-MN,Surface Water,2019-08-14,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,pH
6638,USGS-MA,Surface Water,2019-06-21,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6639,USGS-MA,Surface Water,2019-06-21,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6640,USGS-MA,Surface Water,2019-06-21,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6641,USGS-WI,Surface Water,2019-04-08,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
6642,USGS-WI,Surface Water,2019-04-08,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
6643,USGS-VA,Surface Water,2019-10-16,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Stream flow, instantaneous"
6644,USGS-VA,Surface Water,2019-10-16,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Height, gage"
6645,USGS-VA,Surface Water,2019-10-16,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Height, gage"
6646,USGS-VA,Surface Water,2019-10-16,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Falling stage,Storm,,,"Stream flow, instantaneous"
6647,USGS-MA,Surface Water,2019-09-26,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6648,USGS-MA,Surface Water,2019-09-26,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
6649,USGS-MA,Surface Water,2019-09-26,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
